Customer_ID,Customer_Name,Gender,Age,Account_Type,Balance,Branch,Credit_Score,Loan_Status,Monthly_Income,Transaction_Count_Last_Month,Last_Login
b3d82c60-0bc2-42af-bfcf-0dec8fe500d0,Benjamin Harmon,Other,41,Fixed Deposit,,Hyderabad,769,Approved,92218.54,60,16-05-2025
f072e547-7969-4eb7-aab2-80c7c94949b8,Rachel Lee,Male,53,Savings,249722.66,Chennai,725,Not Applied,96962.92,15,10-11-2024
add38884-05b7-49e1-8d65-86811fc98ffb,Andrea Villanueva,Other,57,Current,44373.22,Kolkata,322,Approved,49687.72,1,13-05-2025
cdfcf6dd-0e70-4b4e-8ab2-bc9bc119a147,Jenna Green DVM,Female,41,Current,269016.16,Chennai,482,Pending,80054.36,81,26-10-2024
67f24e5f-c45c-4209-8be4-218a807375d7,Robin Sanchez,Male,20,Current,293833.72,Delhi,458,Not Applied,80264.52,16,05-09-2024
8f76ea6e-357e-4407-9588-9ae735c80918,Daniel Robinson,Male,39,Savings,372974.3,Kolkata,516,Approved,19947.45,29,08-07-2024
88559d76-0cac-4617-aa75-3fb4d2505732,Michael Johnson,Male,19,Current,216398.11,Delhi,353,Approved,155837.85,12,07-12-2024
7449dd59-6c68-446f-8d6d-139c9121cd12,Phillip Reed,Male,41,Savings,64662.57,Bangalore,862,Rejected,89135.84,95,12-10-2024
e2fd20b9-b817-4109-b5f2-b69be8d3eee9,Robert Vasquez,Male,61,Recurring,142604.18,Bangalore,632,Pending,166214.18,92,27-07-2024
6c08cc25-e9cf-4b9e-842e-1be611921c17,Thomas Reynolds,Other,47,Recurring,182178.07,Mumbai,483,Pending,171566.12,93,26-12-2024
09aed41b-3941-44ce-a848-43f90fecc91e,Gregory Boone,Other,55,Recurring,323312.7,Chennai,538,Pending,50278.87,81,14-05-2025
41b30c1c-1b57-48ab-ba0f-43d39d0b1e0e,Joshua Campbell,Male,19,Fixed Deposit,285818.37,Bangalore,568,Not Applied,134897.16,12,17-02-2025
7748ac39-e8d9-4a1a-ab64-63af1cdef4a3,Erik Lawrence,Other,38,Savings,,Chennai,660,Rejected,99733.54,42,31-10-2024
82e4e244-0e7c-42cd-ad6e-e7d61a6f825c,Robert Meyer,Male,50,Current,493271.11,Delhi,609,Not Applied,177229.78,84,25-11-2024
a11074c8-bb00-4684-bdf9-630f7e4fb1c9,Christina Williamson,Other,29,Fixed Deposit,303281.63,Kolkata,852,Pending,50990.73,93,22-10-2024
63890a4c-9fb3-49d7-9670-e37c293e11db,Michael Lopez,Other,39,Fixed Deposit,119376.17,Bangalore,598,Not Applied,138784.51,20,22-02-2025
d3e1382c-92d6-4113-8a40-ec5f33e3ab7b,Annette Sanders,Other,61,Recurring,51789.45,Kolkata,895,Approved,125472.9,54,12-12-2024
497994b6-65c7-421c-bf15-3935a5dfa126,Victoria Wilson,Other,42,Savings,77276.71,Bangalore,811,Not Applied,66107.28,80,26-10-2024
f8657083-88ac-4b65-b5a9-07dc18b57d1a,William Mullen,Female,66,Current,123732.91,Chennai,425,Not Applied,35954.17,39,28-08-2024
bacd53d4-cbe6-4a19-9135-a60650717798,Adam Leonard,Male,44,Fixed Deposit,,Bangalore,858,Pending,133811.55,82,17-01-2025
a39faf7c-7567-4205-82a1-ef6ed62ee9f5,Patricia Bailey,Female,59,Current,94096.95,Hyderabad,370,Approved,150333.52,14,01-11-2024
301d0669-d7c8-4729-bc22-9b3254e7e1bd,Keith Craig,Other,45,Recurring,143262.49,Bangalore,790,Pending,69969.2,72,06-07-2025
6565ce9b-8d98-4d84-a6b5-f707314c7ca7,Russell Rocha,Female,33,Savings,87513.42,Delhi,528,Approved,132518.19,51,27-08-2024
1058e548-0d58-475c-8c41-1897cc0f1ea5,Tiffany Hayden,Male,32,Current,448485.95,Mumbai,827,Approved,85074.87,73,07-10-2024
6b9fa0e6-153c-44d4-bc9b-474d972032d2,Annette Watson,Male,64,Current,41036.64,Delhi,821,Approved,145509.31,94,01-09-2024
5f4db057-f848-4b68-ada1-34fc7486c81e,Chloe Barnes,Other,68,Fixed Deposit,262731.18,Kolkata,784,Pending,47850.9,52,06-11-2024
4a1dca80-12d7-4f9d-bd92-a1381c20fe37,Bradley Roach,Female,61,Current,205788.02,Chennai,774,Approved,179140.85,86,01-02-2025
9c16fe63-6e9e-48d0-9cd4-c8f984e45f29,Stephanie Ingram,Female,69,Savings,491206.93,Chennai,483,Rejected,64607.82,51,11-02-2025
d482adf4-d596-49db-b078-a1fb4ceeba60,Amber Gonzales,Female,20,Savings,56907.41,Bangalore,349,Rejected,79879.34,29,06-06-2025
6e092a39-dc53-42a9-a76b-3e8b91f12510,Sarah Edwards,Male,54,Current,199529.94,Chennai,542,Rejected,21037.47,32,11-04-2025
bb7c7fb3-fedf-4f9a-ac16-be53fd384ce0,Sarah Nelson,Male,68,Fixed Deposit,484765.75,Mumbai,404,Rejected,31187.32,56,25-05-2025
18ee2303-f80d-4464-a4a4-5e8de8d7399c,Melanie Jones,Female,24,Fixed Deposit,432888.06,Mumbai,717,Pending,108013.76,51,19-02-2025
53201483-4a5b-4082-9ff0-571f3b943ebe,Darius Johnson,Male,38,Recurring,408718.96,Bangalore,508,Not Applied,60842.61,8,20-01-2025
debb61d5-f6bb-446e-810e-f193fbbc83d8,Olivia Ford,Male,26,Savings,129693.51,Bangalore,885,Not Applied,168741.24,53,27-12-2024
edf78499-a7f9-4976-88ea-e52f9ccae0a2,Matthew Morton,Female,56,Recurring,86272.91,Kolkata,685,Rejected,12791.74,0,19-07-2024
6fb6391d-d071-44cc-b8cf-a84175be7edf,Sean Freeman,Male,35,Fixed Deposit,334652.97,Bangalore,793,Not Applied,82027.87,43,03-08-2024
8402abbd-e958-486a-ab3a-e43df4aba110,Amanda Wagner,Female,21,Recurring,464758.62,Delhi,380,Rejected,74095.65,98,05-03-2025
ed324c0b-a6d2-44ba-baa8-06d3d4781756,David Orozco,Female,42,Fixed Deposit,278824.68,Delhi,817,Rejected,13672.25,74,17-09-2024
fff891ea-3008-4e08-a042-570bce9465f1,Jason Caldwell,Other,31,Recurring,286234.73,Delhi,854,Not Applied,33630,97,03-10-2024
d42a01f5-3f73-4d7a-81c1-8bed4382af58,Steven Walsh,Female,67,Recurring,140709.57,Mumbai,592,Not Applied,88592.11,79,06-06-2025
54f4c25e-3656-4e06-ae54-e63eded740c9,Jose Moore,Male,26,Savings,384976.97,Hyderabad,664,Approved,103644.27,8,19-08-2024
0a6e90d0-4b8a-4edf-81ad-29a239d35b6b,Melissa Bates,Other,43,Savings,94334.83,Chennai,759,Rejected,86815.05,31,17-05-2025
dcadd39d-5d88-45ac-af9c-6c0e66cf2600,Tina Johnson,Female,19,Recurring,162515.94,Kolkata,405,Not Applied,110878.16,14,08-12-2024
b86e8d3d-b9a9-450e-b64b-57de3c2cf118,Jesus Wise,Other,37,Fixed Deposit,213292.78,Bangalore,602,Not Applied,123075.02,11,22-11-2024
1e7e8a32-d422-4433-ac00-220864ba7894,Russell Rodriguez,Male,45,Fixed Deposit,254297.58,Kolkata,539,Not Applied,11885.53,96,09-01-2025
848b1633-c152-4b26-b572-48eff64f69dc,Dr. Mary Scott MD,Female,64,Savings,121962.46,Mumbai,388,Approved,98178.08,77,25-05-2025
fb8fe76e-a535-4a9d-99cb-df71432b9e7a,Willie Travis,Male,24,Savings,58303.58,Bangalore,521,Rejected,193064.86,56,29-06-2025
0edec715-2878-49ba-946e-5d270d914795,Matthew Jennings,Other,61,Current,305699.4,Bangalore,341,Rejected,108616.13,7,02-09-2024
a75e1eac-8cbb-4fea-b3cc-a7790f2e674d,Erica Blevins,Female,25,Savings,145026.65,Mumbai,315,Pending,138733.03,71,13-07-2024
6e79df75-5143-4bfe-b782-d447f1a878cf,Robert Levine,Other,64,Fixed Deposit,291037.87,Chennai,381,Approved,69254.13,26,20-02-2025
9c2ff334-0e1c-47c0-809e-9d7a2d4d2893,Julie Valdez,Other,52,Savings,78026.99,Bangalore,878,Approved,157058.36,61,13-12-2024
7c80da20-ad19-4245-97d1-ff80e18033ec,David Taylor,Female,31,Current,241088.91,Chennai,630,Rejected,156855.08,11,19-09-2024
4f6421b3-e03a-475a-abac-f6dee1c461fa,Jared Bailey,Other,34,Recurring,266762.13,Mumbai,879,Pending,109046.25,64,12-10-2024
45cab4d5-81ba-4d8c-bf29-b35ce46c1584,Michael Gamble,Male,53,Recurring,26859.94,Kolkata,559,Pending,195442.63,41,16-02-2025
e1adf398-0c6f-45b1-b5b5-5d24b3307282,Stacy Carter,Other,67,Fixed Deposit,168965.53,Bangalore,487,Rejected,33854.54,61,14-03-2025
d5176e1f-f4cd-4be1-ab4f-c93ee0ef8580,Rickey White,Male,57,Current,68072.92,Hyderabad,604,Not Applied,13220.06,10,03-03-2025
6fc7bbd1-b2c8-471c-9c0c-cc68fb9a743e,Vincent Vega,Male,21,Recurring,32624.11,Chennai,564,Approved,156330.06,42,27-12-2024
4c2ad38f-fc53-4338-a861-5eb86e163662,Roger Peters,Other,19,Recurring,494990.16,Bangalore,363,Pending,163359.55,94,25-07-2024
9a9d4e98-d8c4-498a-a586-f465e9ea4c30,James Henry,Male,23,Savings,161854.57,Chennai,684,Not Applied,32839.37,16,13-07-2024
15f231cc-a4ae-4224-89ce-05b58ef97957,William Matthews,Female,59,Recurring,405127.35,Bangalore,430,Pending,60460.74,96,08-02-2025
be88ad92-09d0-4fe6-8db1-95da1a7fc5dc,Derek Lester,Male,21,Fixed Deposit,128065.69,Bangalore,672,Not Applied,13334.95,31,05-11-2024
3e568911-3426-41ea-ae3c-8a48aee8ad57,Jacob Hardin,Male,46,Recurring,341069.86,Bangalore,690,Not Applied,65728.64,92,10-09-2024
602d1c5f-72eb-40f1-973c-66839adf3bc7,Heather Simpson,Male,35,Fixed Deposit,380353.7,Kolkata,391,Approved,156896.96,84,16-06-2025
a112b738-7ab0-4aff-98c2-cd9901594b11,Catherine Schroeder,Female,43,Fixed Deposit,298223.73,Hyderabad,337,Pending,108412.5,84,07-08-2024
c41a4255-4afd-4c31-925b-d6d99f82a8c8,Brenda Bailey,Female,61,Savings,236316.52,Bangalore,768,Pending,76138.16,39,12-04-2025
6d304bce-3a49-4c98-a4ce-54ab430a38b0,Ashley Howard,Female,51,Current,206508.62,Chennai,576,Not Applied,80630.47,22,29-12-2024
bb8bc446-ebd3-430d-8cd7-f1cb0a8f04b8,Leslie Allen,Other,27,Fixed Deposit,175085.27,Kolkata,335,Rejected,10257.19,55,09-02-2025
71d4e270-07f8-4742-838c-86c62989fc2a,Kim Morrison,Female,53,Recurring,464835.04,Delhi,897,Pending,66962.1,5,29-12-2024
29c41af8-3fe4-4bb9-b797-f848b47aeadb,James Lee,Male,31,Recurring,415479.08,Chennai,335,Approved,132827.16,85,07-12-2024
5378473d-ccbd-4abe-81ec-eb10d15701cc,Scott Romero,Female,48,Fixed Deposit,482548.43,Chennai,717,Rejected,195096.94,49,19-03-2025
c180bedb-1f32-423f-8740-692c57e2f33e,Dr. Dan Harris,Female,65,Recurring,,Hyderabad,890,Pending,170941.56,36,05-10-2024
523ab625-f60e-460d-baf6-948a7db442c7,Spencer Caldwell,Male,32,Savings,365702.87,Delhi,444,Approved,14483.04,63,14-06-2025
833dd4fc-feda-4334-8301-bbe5b5f1460a,Morgan Kim,Other,25,Recurring,469231.89,Kolkata,385,Rejected,180726.51,53,25-01-2025
2574ed94-7fa7-4d3f-b862-f5ce3ed5bf4a,Aaron Castro,Female,31,Savings,91435.3,Bangalore,373,Pending,158807.7,71,11-04-2025
b1d1e629-d315-4940-866b-cf377ba8fb4c,Evan Christensen,Other,40,Fixed Deposit,34181.64,Chennai,482,Approved,158271.46,48,12-10-2024
c58622b8-d2b0-435f-9aa8-5b0a984cacce,Nathan Lee,Other,57,Fixed Deposit,370819.2,Hyderabad,361,Rejected,97019.19,98,08-10-2024
e0c87f57-ec68-4b18-be24-b70314bc577d,Gregory Rocha,Other,38,Fixed Deposit,287662.08,Hyderabad,715,Pending,85621.01,10,14-01-2025
fc73c739-278c-45c5-8857-ae77d7899549,Chad Smith,Male,33,Savings,421072.56,Hyderabad,337,Rejected,67553.99,87,08-12-2024
d40bdc54-f942-4779-bc4c-ff254d58b821,Andrea Kirk,Other,62,Recurring,70746.42,Delhi,606,Not Applied,22482.02,48,09-06-2025
3e766deb-ca8f-4dc2-94a6-4c04cf99c23f,Teresa Haney,Other,35,Savings,397838.39,Bangalore,898,Not Applied,53364.72,20,20-12-2024
fbab3bbe-19c0-44b3-b78e-69472cf75491,Renee Davis,Male,64,Recurring,101612.03,Kolkata,788,Rejected,56854.69,65,17-07-2024
a532768a-ae14-4ee8-8ded-2c35205e0827,Laura Nelson,Other,41,Recurring,82664.32,Chennai,669,Not Applied,101974.64,62,11-09-2024
23b97c1d-8772-42af-8260-57d01c8ce1e5,Sharon Ortiz,Other,43,Savings,82968.63,Hyderabad,484,Not Applied,152014.44,82,22-12-2024
b8963c56-cc7e-47b1-8bb8-72f9aa9b2ba7,Kimberly Walker,Male,42,Current,407472.79,Bangalore,674,Rejected,100023.87,27,14-07-2024
585dcb52-1356-450c-9f5c-c74540d81e1e,William Tapia,Male,62,Fixed Deposit,332933.41,Bangalore,616,Not Applied,20990.45,16,07-04-2025
87ac3be7-88d0-4f05-8019-52537eae221b,Mrs. Jasmine Robinson MD,Female,58,Recurring,262009.65,Mumbai,556,Rejected,191980.06,5,24-05-2025
4ca15982-f868-413f-984a-e0cdc4b1657d,Anna Myers,Female,46,Recurring,180056.41,Hyderabad,378,Rejected,189117.62,18,22-05-2025
72a0a56b-6356-40cd-841c-54133b214582,Samantha Hansen,Female,32,Savings,438723.07,Delhi,832,Not Applied,159186.01,55,06-04-2025
d97c40d5-c018-4b43-931e-ba8bf42a057f,Cody Castro,Other,62,Current,196830.11,Bangalore,570,Pending,198352.3,27,05-08-2024
c558b8ff-3a8e-4921-9e68-07581da43175,Kathryn Padilla,Other,18,Fixed Deposit,408483.12,Kolkata,417,Rejected,113451.64,65,22-07-2024
a69b5faf-7691-470a-a7ec-2fb19ce40999,Steve Garner,Other,42,Current,220128.32,Mumbai,521,Rejected,192925.99,37,25-10-2024
de7970ee-d1b8-4eee-805a-2da87ff4273e,Heather Turner,Male,24,Fixed Deposit,189095.27,Bangalore,548,Pending,24364.96,36,02-06-2025
b4f596aa-8e25-4767-9296-32f98759dcda,Jason Harvey,Other,26,Recurring,231877.21,Hyderabad,797,Not Applied,79479.34,67,17-06-2025
730c6531-cd08-4579-969f-f074403a74ff,Austin Greene,Female,41,Recurring,151387.56,Hyderabad,740,Approved,52822.44,85,06-09-2024
69a0d4df-ae29-41ec-aa0d-a260cf30c984,Jill Smith,Male,18,Savings,374057.08,Bangalore,762,Pending,47208.29,89,17-05-2025
d8d59ed7-8c32-41dd-9b81-098082823db0,Austin Freeman,Male,61,Savings,251857.47,Kolkata,307,Approved,36752.56,48,02-01-2025
bc725dd3-f08d-4bda-91dd-a478abaaeb7f,Diana Simmons,Male,25,Current,116874.13,Mumbai,550,Not Applied,128258.59,42,24-12-2024
684f4eb0-01b3-4d4c-9824-d1b0acdf3497,Linda Parker,Female,41,Current,449887.71,Hyderabad,589,Rejected,158451.15,35,17-01-2025
eb51b0a9-4cc7-44d8-b95d-27dfec66a3e1,Travis Jones,Female,28,Fixed Deposit,192561.72,Mumbai,312,Rejected,119876.7,57,18-05-2025
120176e4-57c8-4ef7-a7fb-b24c62be888e,Ricky Mitchell,Female,68,Savings,272232.88,Delhi,456,Not Applied,37922.91,12,09-10-2024
85ce27af-946b-41a1-bec3-b2bfc9c6ca82,James Lin,Male,34,Recurring,453329.58,Bangalore,756,Not Applied,164113.52,51,17-02-2025
1d417859-b9c8-4bed-8ba7-b6800ccd2ee7,James Kelly,Male,25,Savings,312494.76,Hyderabad,382,Not Applied,130831.39,57,12-10-2024
a63995d7-5751-4451-a63b-99dd49201041,Melinda Brown,Other,52,Current,59332.12,Delhi,621,Not Applied,83751.48,31,18-08-2024
6e8d4b65-372e-4dd4-83ac-aa2801e466ec,Chelsea Brown,Other,52,Savings,469976.23,Mumbai,429,Not Applied,138084.76,80,10-10-2024
31e9827f-35c4-40f8-9bcd-3e52acf814ac,Benjamin Carter,Female,50,Recurring,314226.32,Delhi,307,Not Applied,59381.95,99,28-11-2024
aa57f312-88ef-4a1b-aefc-0427bef65552,Daniel Oconnor,Male,22,Savings,168117.9,Kolkata,445,Not Applied,75586.52,59,25-07-2024
bb9f882d-43eb-455f-b56a-70a9564c1af1,Jasmine Edwards,Other,59,Current,70496.76,Chennai,886,Rejected,184322.31,82,18-11-2024
eaff5fac-cd31-4e16-a88d-5d6ba74a7b6b,Marcia Hamilton,Female,56,Recurring,397218.57,Kolkata,781,Approved,65195.86,57,22-11-2024
3625aaf1-cfbb-4816-9a60-1fb6c24cc6c7,Natalie Silva,Female,58,Fixed Deposit,310416.31,Mumbai,876,Approved,99297.77,98,28-01-2025
f0c6cf21-47bb-4156-85cb-77f5c548fce0,Calvin Morgan,Other,45,Fixed Deposit,267197.08,Kolkata,593,Rejected,179126.82,55,21-12-2024
57ea4e33-d444-4ebc-9aea-5dd5edbe32d6,Mr. Nicholas Brooks,Female,24,Recurring,447052.4,Hyderabad,366,Pending,144467.06,27,12-07-2024
b8c30268-fc15-4355-a3e1-37b15e2af8d9,Vickie Perez,Male,26,Recurring,394510.01,Mumbai,629,Approved,21818.61,0,06-10-2024
eb51b6e6-a9c8-4cc8-a81b-5f5e73adc780,Dawn Bentley,Female,25,Recurring,76685.76,Kolkata,573,Pending,37987.58,41,03-05-2025
268011c7-6bcd-40c2-92f0-d0cf974a1647,Danielle Carter,Male,29,Current,156549.31,Bangalore,807,Rejected,11489.9,81,01-07-2025
862d35e7-c7ab-4cf7-b6a5-4dff95725dcf,Ariel Adkins,Male,51,Recurring,124996.08,Bangalore,359,Pending,129875.14,47,24-10-2024
7da9ffc7-916a-40ae-a0e2-e0f61a7239e7,Alicia Williams,Other,50,Current,372229.2,Kolkata,593,Rejected,95057.95,39,22-12-2024
f7f3af79-478f-41fe-bf27-68f712a92473,James Davis,Other,65,Recurring,17732.68,Hyderabad,390,Not Applied,35512.22,96,25-12-2024
4d60165e-51c4-4530-89a2-5ed00ed047fa,Amanda Navarro,Other,40,Current,285374.95,Hyderabad,495,Not Applied,192007.48,62,25-09-2024
e3a90040-9c44-422c-847b-eff1e7425318,Christopher Edwards,Female,41,Current,381466.88,Delhi,742,Approved,110635.35,75,18-08-2024
1ec9c529-88cb-45dd-9fd3-a11efa4ca825,Rebecca Cisneros,Other,54,Savings,438506.05,Hyderabad,586,Approved,55959.73,71,25-06-2025
c2bf56db-67cb-4564-ab63-46c46bfb72d7,Michael Soto,Other,52,Fixed Deposit,171698.79,Mumbai,526,Pending,105114.68,87,30-11-2024
f42007e1-483e-4033-8df8-a54e59d71269,Jake Schneider,Female,61,Recurring,410807.4,Bangalore,537,Pending,139127.86,79,31-10-2024
58bb53c8-bc8c-4cd2-b4dd-b244f5d44ae5,Kristen Martinez,Other,57,Fixed Deposit,56205.24,Mumbai,576,Approved,24485.45,3,06-06-2025
4e4f24d1-7a35-46c9-b771-01a79eae7c94,Michelle Patton,Female,39,Fixed Deposit,423379.69,Bangalore,771,Not Applied,62193.72,37,18-10-2024
2c2aa3b7-0144-4568-a88a-668b74cc2f3a,Kimberly Gray,Female,44,Savings,64616.84,Chennai,835,Rejected,163323.44,26,17-10-2024
7adf6137-5208-4bea-a221-94bbe1214cc0,Patrick Hall,Male,52,Fixed Deposit,199246.36,Hyderabad,873,Not Applied,97336.33,8,28-12-2024
8c1a12e5-8ffa-49db-87cb-3ea7a9bb886e,Patrick Mckinney,Male,18,Fixed Deposit,398850.39,Kolkata,772,Approved,113849.66,15,21-07-2024
c83f3cb0-8bab-4a17-9345-df45e948fa4e,Veronica Hartman,Other,52,Recurring,75808.8,Bangalore,489,Rejected,92235.04,55,03-07-2025
1597a739-0ee2-4720-9f32-516ddd15fe22,James Kennedy,Female,54,Current,115396.45,Kolkata,713,Pending,18340.99,75,21-03-2025
efd32f21-af9d-48d0-b646-1aaac43465b5,Adrienne Bolton,Male,64,Recurring,361404.03,Chennai,563,Approved,41492.46,30,20-05-2025
db432085-f680-47a9-9e68-51e12beced20,Ryan Morton,Male,31,Recurring,360298.23,Mumbai,453,Not Applied,94652.91,87,19-03-2025
b3735bf9-e026-4f6f-a0e2-4640a9dbee19,Barbara Medina,Male,20,Fixed Deposit,320932.67,Kolkata,805,Pending,49745.24,13,02-02-2025
e71d4c7f-d6d9-4135-8223-71aba75863f1,Leslie Wilson,Male,18,Fixed Deposit,347280.27,Bangalore,323,Pending,19496.02,24,03-08-2024
768553c3-4999-4b6a-8cb2-ed9067be01e3,Caitlin Davis,Other,22,Recurring,271819.5,Chennai,841,Approved,170293.44,33,17-12-2024
5cfb99f7-a895-4c75-9f0f-3fdcf0c0f6d7,Joshua Hopkins,Male,43,Recurring,126647.73,Bangalore,577,Not Applied,196426.58,66,30-05-2025
49f85442-1dfc-48ef-87f7-1b8625d1fcdd,David Rasmussen,Other,31,Fixed Deposit,173502.3,Chennai,682,Approved,160697.15,23,11-11-2024
50ef81e0-7d5b-4fe4-9271-1ba66520f5f1,Matthew Perez,Female,56,Current,91617.26,Hyderabad,696,Rejected,172219.14,72,22-09-2024
f963b413-1fdf-40b5-9ec7-69286d6a35c6,Vanessa Thompson,Other,44,Current,454316.83,Hyderabad,837,Rejected,55975.65,25,02-05-2025
f2753751-fd19-4506-a110-ebae7da7aee1,Justin Johnson,Male,26,Recurring,292112.51,Hyderabad,682,Pending,192519.13,19,02-05-2025
a447f0ed-e8ce-452a-9faa-8daa87ee743f,Angela Barry,Female,32,Current,201024.86,Hyderabad,668,Not Applied,47415.88,63,06-07-2025
ebe3e8d1-117c-4f64-89ec-7501350b2cd6,Paula Gaines,Female,32,Recurring,231540.9,Hyderabad,340,Rejected,190771.66,9,10-02-2025
9b01f2a8-9827-4f4e-94a4-7cec5511decc,Alexandra Cox,Other,43,Savings,473694.39,Chennai,611,Rejected,199015.67,82,27-02-2025
267e3ae5-3767-4b22-aabb-543a6df41dd7,Joshua Lee,Female,59,Fixed Deposit,77522.35,Bangalore,390,Rejected,145227.33,66,12-09-2024
285cceaa-6567-4982-8bf6-d0a26abf285b,Michael Moyer,Other,30,Recurring,293528.69,Kolkata,742,Rejected,196417.31,23,16-08-2024
f3bc0b1d-a12e-4568-a400-bf91127c7087,Jasmin Collins,Female,68,Recurring,253438.45,Mumbai,607,Approved,118212.56,4,14-11-2024
be7a8e31-e5f6-4f17-8da3-8cd2b9539244,Rebecca Wright,Other,49,Recurring,306115.66,Mumbai,708,Pending,59312.94,66,17-09-2024
ba40b7ba-a044-42cc-90a8-e8d2eab1f270,Jill Adams,Male,56,Current,10036.98,Chennai,325,Pending,93029.22,57,30-11-2024
d8aa5c92-45d0-4e40-9a8e-0424b18358b0,Gregg Koch,Other,66,Recurring,436189.83,Bangalore,351,Rejected,122776.58,26,14-12-2024
859f22eb-f072-48c3-ae19-5469cb33a041,Marvin Koch,Other,69,Savings,466127.02,Chennai,730,Pending,23885.5,79,23-05-2025
799356ca-5f47-40f0-97ff-239d55183876,Stacy Newton,Male,49,Current,283001.46,Mumbai,343,Pending,128245.22,14,29-11-2024
ed9d6e1d-cf27-44c8-a90f-6a0c3dceb6da,David Copeland,Other,21,Fixed Deposit,348628.76,Chennai,343,Pending,196423.79,34,05-03-2025
9f8571e2-e622-468a-9db2-83d5fa2015ec,Karina Turner,Other,47,Savings,461327.19,Chennai,307,Pending,46120.45,75,16-12-2024
be6836c2-27ac-4ed6-81b0-ec7bf8f14af9,Mark Harvey,Female,54,Recurring,353912.08,Hyderabad,874,Approved,160593.07,52,08-01-2025
38d35e4c-9050-40c0-bc97-fa0170d53bf9,Brooke Pearson,Other,40,Savings,77116.98,Mumbai,743,Rejected,182500.77,43,28-06-2025
98ea04b7-6285-4b52-af51-7d8648a516e6,Jay Davis,Female,56,Recurring,288567.89,Hyderabad,512,Not Applied,189303.3,25,28-08-2024
9b544f20-f54e-493a-b934-84f584d7b090,Gabriel Carpenter,Male,62,Savings,303750.81,Hyderabad,478,Approved,192425.76,46,17-04-2025
2197e0aa-4b98-4549-9fe4-e113c2c137cd,Joshua Johnson,Female,32,Current,212641.2,Kolkata,510,Pending,109077.33,33,06-11-2024
2f8c173a-af8e-401b-9f61-ef1c6568c9a0,Cathy Bradshaw,Female,60,Recurring,368485.67,Chennai,765,Rejected,195688.5,86,03-06-2025
b70b5242-eb3c-483e-a680-f9796b012845,Michael Colon,Male,46,Current,467249.14,Kolkata,697,Rejected,153888.94,94,08-08-2024
80b269d5-3587-4b69-ad80-0f45e09deaaf,Sarah Bell,Female,53,Savings,462858.69,Chennai,411,Rejected,40717.57,49,12-10-2024
95cbd51c-5713-435a-97d2-94adb70afa78,Elijah Matthews,Male,30,Recurring,225968.85,Bangalore,404,Rejected,100611.02,83,25-09-2024
e9b718d1-068c-47bf-98dd-7312fc9dc44d,James Knapp,Other,49,Fixed Deposit,57505.78,Hyderabad,359,Pending,146482.92,11,21-02-2025
92355e8b-e490-429b-bca4-789769deef3b,Taylor Fuentes,Other,24,Fixed Deposit,492435.76,Chennai,696,Rejected,56994.66,86,24-12-2024
f02944d4-ced3-459b-b47f-a7092a2a3393,Jacqueline Lewis,Female,68,Recurring,419610.15,Chennai,759,Not Applied,131716.88,3,17-10-2024
015bc6fb-cbc2-4a60-800e-369675bf5614,Marcus Lee,Other,39,Savings,63206.68,Delhi,459,Not Applied,136654.09,86,09-10-2024
daa58729-8cdf-4355-a54a-2e55934bf483,Crystal Murray,Male,45,Fixed Deposit,460500.1,Bangalore,313,Rejected,40912.95,47,16-04-2025
